City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
59,Neyshabur,IR,2021-04-04 15:24:15,36.2133,58.7958,55.31,28,2,10.58
60,Springfield,US,2021-04-04 15:21:16,37.2153,-93.2982,63.0,63,1,9.22
61,Port-Cartier,CA,2021-04-04 15:24:15,50.0334,-66.8654,37.0,47,75,10.36
62,Albany,US,2021-04-04 15:21:49,42.6001,-73.9662,48.99,28,25,4.61
63,Tabas,IR,2021-04-04 15:24:16,33.5959,56.9244,68.14,15,0,11.68
64,Clyde River,CA,2021-04-04 15:24:16,70.4692,-68.5914,-13.0,84,1,4.61
65,Bathsheba,BB,2021-04-04 15:24:16,13.2167,-59.5167,84.2,54,40,18.41
66,Cape Town,ZA,2021-04-04 15:23:08,-33.9258,18.4232,73.99,68,20,13.8
67,Tuktoyaktuk,CA,2021-04-04 15:24:17,69.4541,-133.0374,-22.0,76,20,10.36
68,Nanortalik,GL,2021-04-04 15:24:17,60.1432,-45.2371,36.99,79,100,11.23
69,Port Moresby,PG,2021-04-04 15:24:18,-9.4431,147.1797,77.0,94,40,3.44
70,Provideniya,RU,2021-04-04 15:24:18,64.3833,-173.3,-5.33,88,42,8.08
71,Anchorage,US,2021-04-04 15:20:08,61.2181,-149.9003,41.0,60,90,10.36
72,Kaitangata,NZ,2021-04-04 15:24:19,-46.2817,169.8464,64.99,43,32,14.0
73,Acari,PE,2021-04-04 15:24:19,-15.4311,-74.6158,79.77,64,100,7.31
74,Atuona,PF,2021-04-04 15:24:19,-9.8,-139.0333,80.11,78,93,10.29
75,Kodiak,US,2021-04-04 15:24:20,57.79,-152.4072,32.0,80,1,3.44
76,Aswan,EG,2021-04-04 15:24:20,24.0934,32.907,86.05,5,0,14.27
77,Tasiilaq,GL,2021-04-04 15:24:20,65.6145,-37.6368,28.4,43,75,2.3
78,Hithadhoo,MV,2021-04-04 15:24:21,-0.6,73.0833,83.71,75,59,17.31
79,Alofi,NU,2021-04-04 15:24:21,-19.0595,-169.9187,71.6,100,97,2.3
80,Shieli,KZ,2021-04-04 15:24:21,44.1667,66.75,48.97,74,100,21.47
81,Paamiut,GL,2021-04-04 15:24:22,61.994,-49.6678,37.18,86,100,23.33
82,Andreapol,RU,2021-04-04 15:24:22,56.6513,32.2664,37.36,67,98,7.63
83,Tsumeb,NA,2021-04-04 15:24:23,-19.2333,17.7167,84.2,34,20,8.05
84,Kavieng,PG,2021-04-04 15:24:23,-2.5744,150.7967,77.0,93,100,9.37
85,Paka,MY,2021-04-04 15:24:23,4.6374,103.4368,78.8,100,99,2.3
86,Astana,KZ,2021-04-04 15:24:24,51.1801,71.446,37.4,81,0,4.47
87,Dikson,RU,2021-04-04 15:24:24,73.5069,80.5464,4.68,85,100,7.85
88,Flin Flon,CA,2021-04-04 15:24:24,54.7682,-101.865,35.6,44,90,6.91
89,Huarmey,PE,2021-04-04 15:24:25,-10.0681,-78.1522,75.04,73,65,6.33
90,Karpathos,GR,2021-04-04 15:24:25,35.507,27.2132,64.4,77,20,13.8
91,Anadyr,RU,2021-04-04 15:24:26,64.75,177.4833,-13.0,77,20,4.47
92,Maragogi,BR,2021-04-04 15:24:26,-9.0122,-35.2225,84.13,66,45,8.75
93,Port Lincoln,AU,2021-04-04 15:24:27,-34.7333,135.8667,63.59,84,0,12.3
94,Victoria,HK,2021-04-04 15:23:06,22.2855,114.1577,75.0,88,94,15.19
95,Ribeira Grande,PT,2021-04-04 15:24:27,38.5167,-28.7,64.4,82,75,20.71
96,Codrington,AU,2021-04-04 15:24:27,-38.2667,141.9667,57.81,68,79,6.82
97,Parkes,AU,2021-04-04 15:24:28,-33.1333,148.1833,61.0,76,3,3.51
98,Upernavik,GL,2021-04-04 15:24:28,72.7868,-56.1549,-13.52,72,0,11.32
99,Qaanaaq,GL,2021-04-04 15:24:29,77.484,-69.3632,-13.94,66,14,7.31
100,Ponta Do Sol,PT,2021-04-04 15:24:29,32.6667,-17.1,66.2,59,40,4.61
101,Marandahalli,IN,2021-04-04 15:24:29,12.4,78.0,87.71,33,61,4.14
102,Richards Bay,ZA,2021-04-04 15:24:30,-28.783,32.0377,71.71,64,0,7.96
103,Cherskiy,RU,2021-04-04 15:24:30,68.75,161.3,-15.34,100,95,3.33
104,Nchelenge,ZM,2021-04-04 15:24:31,-9.3451,28.734,75.22,82,92,4.05
105,Gua Musang,MY,2021-04-04 15:24:31,4.8823,101.9644,75.79,96,56,1.39
106,Mandalgovi,MN,2021-04-04 15:24:31,45.7625,106.2708,38.26,21,31,7.38
107,Susangerd,IR,2021-04-04 15:24:32,31.5608,48.1831,78.8,21,0,9.22
108,Necochea,AR,2021-04-04 15:24:32,-38.5473,-58.7368,75.99,59,0,15.99
109,Tiksi,RU,2021-04-04 15:24:32,71.6872,128.8694,-21.1,100,71,4.74
110,San Patricio,US,2021-04-04 15:24:33,28.017,-97.5169,73.0,78,90,8.05
111,Chokurdakh,RU,2021-04-04 15:24:33,70.6333,147.9167,-25.92,100,18,4.83
112,Aklavik,CA,2021-04-04 15:24:33,68.2191,-135.0107,-16.6,76,40,4.61
113,Katsuura,JP,2021-04-04 15:24:34,35.1333,140.3,66.2,94,75,9.22
114,Aberdeen,GB,2021-04-04 15:24:34,57.1437,-2.0981,52.0,58,75,23.02
115,Araouane,ML,2021-04-04 15:24:35,18.9048,-3.5265,101.1,3,0,3.13
116,Aginskoye,RU,2021-04-04 15:24:35,51.1,114.53,35.96,67,24,18.63
117,Nara,JP,2021-04-04 15:24:35,34.6851,135.8049,55.99,80,100,6.64
118,Bindura,ZW,2021-04-04 15:24:36,-17.3019,31.3306,77.0,45,0,3.0
119,Pindwara,IN,2021-04-04 15:24:36,24.8,73.0667,86.74,16,0,5.84
120,Bereznik,RU,2021-04-04 15:24:36,62.8551,42.7072,34.52,82,94,7.43
121,Bagaha,IN,2021-04-04 15:24:37,27.1,84.0833,80.29,4,0,3.87
122,Mar Del Plata,AR,2021-04-04 15:24:37,-38.0023,-57.5575,75.99,73,40,11.5
123,Savannah Bight,HN,2021-04-04 15:24:37,16.45,-85.85,80.01,78,75,20.27
124,Cordoba,AR,2021-04-04 15:23:01,-31.4135,-64.1811,79.0,53,0,12.66
125,Belmonte,BR,2021-04-04 15:24:38,-15.8631,-38.8828,86.0,79,40,8.05
126,Vikhorevka,RU,2021-04-04 15:24:39,56.1201,101.1636,26.6,86,97,6.71
127,Pevek,RU,2021-04-04 15:24:39,69.7008,170.3133,-14.57,97,95,7.99
128,Tilichiki,RU,2021-04-04 15:24:39,60.4667,166.1,4.33,87,100,14.36
129,Esperance,AU,2021-04-04 15:24:40,-33.8667,121.9,62.6,88,2,14.97
130,Bonthe,SL,2021-04-04 15:24:40,7.5264,-12.505,87.3,63,49,13.89
131,Lagos,NG,2021-04-04 15:21:02,6.5833,3.75,89.6,66,40,5.75
132,Portland,US,2021-04-04 15:20:45,45.5234,-122.6762,50.0,66,75,9.22
133,Vostok,RU,2021-04-04 15:24:41,46.4856,135.8833,22.24,75,1,5.59
134,Sabang,ID,2021-04-04 15:24:41,5.8933,95.3214,82.81,72,99,9.8
135,Westport,US,2021-04-04 15:24:12,41.1415,-73.3579,52.0,31,90,3.44
136,Salalah,OM,2021-04-04 15:20:16,17.0151,54.0924,82.4,78,0,6.91
137,Kupang,ID,2021-04-04 15:24:42,-10.1667,123.5833,77.34,96,100,25.55
138,Majene,ID,2021-04-04 15:24:42,-3.5403,118.9707,79.59,85,100,3.49
139,Sadovoye,RU,2021-04-04 15:24:43,47.7764,44.5089,48.69,51,100,5.03
140,Bristol,US,2021-04-04 15:24:43,41.8334,-71.1662,53.01,22,1,9.22
141,Bredasdorp,ZA,2021-04-04 15:24:44,-34.5322,20.0403,75.2,57,81,14.97
142,Chinsali,ZM,2021-04-04 15:24:44,-10.5414,32.0816,69.85,87,66,6.42
143,Shambu,ET,2021-04-04 15:24:44,9.5667,37.1,72.21,28,75,3.96
144,Mbandaka,CD,2021-04-04 15:24:45,0.0487,18.2603,83.91,60,97,1.83
145,Dingle,PH,2021-04-04 15:24:45,10.9995,122.6711,76.64,82,34,6.73
146,Sao Filipe,CV,2021-04-04 15:24:45,14.8961,-24.4956,77.74,61,12,1.39
147,Chumikan,RU,2021-04-04 15:24:46,54.7183,135.315,5.86,91,33,5.14
148,Kemijarvi,FI,2021-04-04 15:24:46,66.7131,27.4306,33.21,97,100,10.22
149,Khorinsk,RU,2021-04-04 15:24:46,52.1657,109.7726,30.36,80,37,7.78
150,Rasht,IR,2021-04-04 15:24:47,37.2808,49.5832,62.6,51,20,4.36
151,Batticaloa,LK,2021-04-04 15:24:47,7.7102,81.6924,80.96,80,11,7.52
152,Misratah,LY,2021-04-04 15:24:47,32.3754,15.0925,71.08,56,93,13.33
153,Cabo San Lucas,MX,2021-04-04 15:20:01,22.8909,-109.9124,80.6,24,1,7.38
154,Videle,RO,2021-04-04 15:24:48,44.2781,25.5244,48.99,80,100,7.11
155,Garden City,US,2021-04-04 15:23:55,42.3256,-83.331,59.0,35,20,3.44
156,Sinnamary,GF,2021-04-04 15:24:48,5.3833,-52.95,80.4,83,100,10.63
157,Fort Nelson,CA,2021-04-04 15:24:49,58.8053,-122.7002,35.6,35,20,6.91
158,Nakusp,CA,2021-04-04 15:24:49,50.2499,-117.8023,41.0,93,99,3.44
159,Hasaki,JP,2021-04-04 15:24:50,35.7333,140.8333,63.0,100,75,5.75
160,Moron,AR,2021-04-04 15:24:50,-34.6534,-58.6198,78.01,78,75,5.75
161,Carnarvon,AU,2021-04-04 15:24:51,-24.8667,113.6333,78.8,73,56,14.97
162,Juegang,CN,2021-04-04 15:24:51,32.3174,121.1855,46.71,61,5,11.88
163,New Norfolk,AU,2021-04-04 15:24:51,-42.7826,147.0587,57.0,66,100,4.0
164,Lashio,MM,2021-04-04 15:24:52,22.9333,97.75,70.03,54,100,6.29
165,Sunland Park,US,2021-04-04 15:24:52,31.7965,-106.58,66.2,42,1,6.85
166,Lukovetskiy,RU,2021-04-04 15:24:53,64.2956,41.9211,39.2,52,75,11.18
167,Uyuni,BO,2021-04-04 15:24:53,-20.4597,-66.825,53.69,47,100,10.83
168,Praia Da Vitoria,PT,2021-04-04 15:24:12,38.7333,-27.0667,62.6,77,20,18.54
169,La Ronge,CA,2021-04-04 15:20:14,55.1001,-105.2842,35.6,48,100,5.75
170,Ishim,RU,2021-04-04 15:24:54,56.1128,69.4902,34.74,90,100,11.25
171,Qui Nhon,VN,2021-04-04 15:24:54,13.7667,109.2333,77.36,87,28,4.59
172,Krynychky,UA,2021-04-04 15:24:55,48.3755,34.467,42.8,75,0,4.47
173,Kewanee,US,2021-04-04 15:24:55,41.2456,-89.9248,64.99,51,20,3.0
174,Sinop,TR,2021-04-04 15:22:26,41.7711,34.8709,50.99,85,100,4.23
175,Nuuk,GL,2021-04-04 15:24:17,64.1835,-51.7216,33.76,96,100,44.38
176,Viedma,AR,2021-04-04 15:20:25,-40.8135,-62.9967,81.39,36,6,17.76
177,Sitka,US,2021-04-04 15:24:56,57.0531,-135.33,35.6,93,90,8.05
178,Trinidad,BO,2021-04-04 15:24:56,-14.8333,-64.9,82.4,74,75,4.61
179,Mehamn,NO,2021-04-04 15:24:56,71.0357,27.8492,33.8,86,75,17.27
180,Canakkale,TR,2021-04-04 15:24:57,40.0833,26.8333,57.2,77,75,11.5
181,Kisangani,CD,2021-04-04 15:24:57,0.5167,25.2,91.4,52,20,6.91
182,Coihaique,CL,2021-04-04 15:24:58,-45.5752,-72.0662,57.2,62,75,6.91
183,Gisborne,NZ,2021-04-04 15:24:58,-38.6533,178.0042,56.53,68,0,7.7
184,Korla,CN,2021-04-04 15:24:58,41.7597,86.1469,52.81,22,0,9.51
185,Caravelas,BR,2021-04-04 15:24:59,-17.7125,-39.2481,83.57,60,80,9.78
186,Tezu,IN,2021-04-04 15:24:59,27.9167,96.1667,73.63,33,52,5.66
187,Naze,JP,2021-04-04 15:24:59,28.3667,129.4833,61.54,78,100,16.44
188,Los Llanos De Aridane,ES,2021-04-04 15:25:00,28.6585,-17.9182,68.0,56,75,3.44
189,San Francisco,US,2021-04-04 15:24:33,37.7749,-122.4194,53.6,62,90,10.36
190,Longyearbyen,SJ,2021-04-04 15:25:00,78.2186,15.6401,26.6,68,75,32.21
191,Fereydunshahr,IR,2021-04-04 15:20:06,32.941,50.121,45.99,21,0,6.15
192,Maryborough,AU,2021-04-04 15:25:01,-25.5333,152.7,73.0,97,100,5.99
193,Serov,RU,2021-04-04 15:25:01,59.6033,60.5787,34.57,97,99,5.01
194,Sol-Iletsk,RU,2021-04-04 15:25:01,51.1631,54.9918,35.28,99,100,7.4
195,Bedele,ET,2021-04-04 15:25:02,8.456,36.353,79.38,26,53,4.97
196,Lebu,CL,2021-04-04 15:25:02,-37.6167,-73.65,60.76,62,0,2.62
197,Warwick,US,2021-04-04 15:25:02,41.7001,-71.4162,53.01,19,40,4.61
198,Moron De La Frontera,ES,2021-04-04 15:25:03,37.1208,-5.454,75.2,50,20,4.61
199,Olutanga,PH,2021-04-04 15:25:03,7.3106,122.8464,83.77,69,95,3.67
200,Vila Franca Do Campo,PT,2021-04-04 15:25:03,37.7167,-25.4333,59.0,88,75,17.27
201,Nador,MA,2021-04-04 15:25:04,35.174,-2.9287,68.0,63,0,13.8
202,Jamestown,US,2021-04-04 15:23:17,42.097,-79.2353,50.0,49,1,10.36
203,Port Alfred,ZA,2021-04-04 15:25:04,-33.5906,26.891,71.76,62,0,11.41
204,Buala,SB,2021-04-04 15:25:05,-8.145,159.5921,80.06,83,100,3.09
205,Ballina,AU,2021-04-04 15:25:05,-28.8667,153.5667,68.0,94,75,6.91
206,Puerto Escondido,MX,2021-04-04 15:25:05,15.85,-97.0667,86.0,84,1,6.91
207,San Carlos De Bariloche,AR,2021-04-04 15:25:06,-41.1456,-71.3082,71.01,51,0,3.44
208,Coquimbo,CL,2021-04-04 15:25:06,-29.9533,-71.3436,62.6,72,90,2.3
209,Karibib,NA,2021-04-04 15:25:07,-21.9333,15.8333,88.68,21,0,7.27
210,Port Blair,IN,2021-04-04 15:25:07,11.6667,92.75,80.46,74,8,5.08
211,Talaya,RU,2021-04-04 15:25:07,61.3833,152.75,-13.22,100,100,2.33
212,Moss Vale,AU,2021-04-04 15:25:08,-34.55,150.3833,66.0,100,0,5.75
213,Manta,EC,2021-04-04 15:24:38,-0.95,-80.7333,82.4,74,75,5.75
214,Laguna,US,2021-04-04 15:25:08,38.421,-121.4238,48.99,87,1,2.53
215,Puerto Baquerizo Moreno,EC,2021-04-04 15:25:08,-0.9,-89.6,80.6,83,20,4.61
216,Lagoa,PT,2021-04-04 15:25:09,39.05,-27.9833,60.01,81,100,16.89
217,Methoni,GR,2021-04-04 15:25:09,36.8197,21.7049,66.0,72,75,10.36
218,Arraial Do Cabo,BR,2021-04-04 15:25:09,-22.9661,-42.0278,82.4,65,40,14.97
219,Chifeng,CN,2021-04-04 15:25:10,42.2683,118.9636,47.07,19,0,4.5
220,Kununurra,AU,2021-04-04 15:23:09,-15.7667,128.7333,71.6,88,100,2.3
221,South Venice,US,2021-04-04 15:25:10,27.0531,-82.4243,71.6,46,1,13.8
222,Baykit,RU,2021-04-04 15:25:11,61.67,96.37,23.58,96,100,4.43
223,Mildura,AU,2021-04-04 15:25:11,-34.2,142.15,69.8,43,0,8.05
224,Redcliffe,AU,2021-04-04 15:25:11,-27.2307,153.0973,72.0,88,75,5.75
225,Ahipara,NZ,2021-04-04 15:25:12,-35.1667,173.1667,58.6,81,17,5.08
226,Dongdu,CN,2021-04-04 15:25:12,35.85,117.7,48.58,35,28,3.09
227,Weatherford,US,2021-04-04 15:24:59,32.7593,-97.7972,60.01,83,100,5.99
228,Khatanga,RU,2021-04-04 15:25:12,71.9667,102.5,-14.33,89,10,7.27
229,Opuwo,NA,2021-04-04 15:25:13,-18.0607,13.84,86.38,28,8,12.44
230,Yoichi,JP,2021-04-04 15:25:13,43.2039,140.7703,37.99,73,27,14.83
231,Kruisfontein,ZA,2021-04-04 15:25:13,-34.0033,24.7314,73.0,51,0,8.01
232,Russell,US,2021-04-04 15:25:14,32.3502,-85.1999,64.0,58,1,2.3
233,Gboko,NG,2021-04-04 15:25:14,7.3179,8.9951,99.97,22,84,1.97
234,Talnakh,RU,2021-04-04 15:25:15,69.4865,88.3972,7.43,74,99,10.85
235,Kargasok,RU,2021-04-04 15:25:15,59.0556,80.8572,32.77,85,100,9.31
236,Znamenka,RU,2021-04-04 15:25:15,52.4167,41.4311,44.65,53,95,5.48
237,Umtata,ZA,2021-04-04 15:25:16,-31.5889,28.7844,75.2,57,0,10.36
238,Phan Thiet,VN,2021-04-04 15:25:16,10.9333,108.1,78.1,87,98,13.09
239,Lipari,IT,2021-04-04 15:25:16,38.4674,14.954,64.0,80,99,3.0
240,Torquay,GB,2021-04-04 15:25:17,50.4638,-3.5143,59.0,49,24,3.0
241,Lompoc,US,2021-04-04 15:25:17,34.6391,-120.4579,48.99,87,41,3.44
242,Ewa Beach,US,2021-04-04 15:25:17,21.3156,-158.0072,69.8,78,75,6.91
243,Vila Velha,BR,2021-04-04 15:25:18,-20.3297,-40.2925,80.6,74,20,14.97
244,College,US,2021-04-04 15:25:18,64.8569,-147.8028,33.8,86,90,5.75
245,Celestun,MX,2021-04-04 15:25:19,20.8667,-90.4,76.19,60,0,11.9
246,Talcahuano,CL,2021-04-04 15:25:19,-36.7167,-73.1167,53.6,100,90,16.11
247,Aasiaat,GL,2021-04-04 15:25:19,68.7098,-52.8699,14.13,56,100,37.42
248,East London,ZA,2021-04-04 15:25:20,-33.0153,27.9116,75.2,50,0,3.44
249,Ballater,GB,2021-04-04 15:25:20,57.0493,-3.0402,48.99,68,100,8.99
250,Nalut,LY,2021-04-04 15:25:20,30.3333,10.85,88.25,9,80,9.98
251,Faya,SA,2021-04-04 15:25:21,18.3851,42.4509,75.2,33,0,13.8
252,Berlevag,NO,2021-04-04 15:25:21,70.8578,29.0864,33.8,93,75,32.21
253,Haflong,IN,2021-04-04 15:25:21,25.1833,93.0333,70.83,33,43,1.16
254,Vangaindrano,MG,2021-04-04 15:25:22,-23.35,47.6,77.72,84,0,9.64
255,Monticello,US,2021-04-04 15:25:22,45.3055,-93.7941,66.2,24,1,10.16
256,Mitsamiouli,KM,2021-04-04 15:25:22,-11.3847,43.2844,89.6,66,20,14.97
257,Isangel,VU,2021-04-04 15:25:23,-19.55,169.2667,76.35,79,65,14.88
258,Saint-Georges,GD,2021-04-04 15:25:23,12.0564,-61.7485,84.2,65,20,18.41
259,Vidim,RU,2021-04-04 15:25:23,56.4088,103.1106,19.85,97,42,3.02
260,Gornoye Loo,RU,2021-04-04 15:25:24,43.7129,39.6049,60.8,55,40,4.47
261,Norfolk,US,2021-04-04 15:25:24,42.1668,-71.2495,52.0,22,1,5.75
262,Havelock,US,2021-04-04 15:25:24,34.8791,-76.9013,62.01,39,1,19.57
263,Kavaratti,IN,2021-04-04 15:25:25,10.5669,72.642,82.92,67,48,14.43
264,Waddan,LY,2021-04-04 15:25:25,29.1614,16.139,90.73,6,6,18.12
265,Villazon,BO,2021-04-04 15:25:26,-22.0866,-65.5942,54.7,58,100,11.32
266,Caucaia,BR,2021-04-04 15:25:26,-3.7361,-38.6531,87.8,66,40,18.41
267,Kem,RU,2021-04-04 15:25:26,64.9555,34.5793,35.24,94,100,11.81
268,Luau,AO,2021-04-04 15:25:27,-10.7073,22.2247,77.61,74,100,2.66
269,Solnechnyy,RU,2021-04-04 15:25:27,50.7214,136.6319,26.78,56,2,2.8
270,Ahuimanu,US,2021-04-04 15:25:28,21.4447,-157.8378,69.8,88,90,18.41
271,Torbay,CA,2021-04-04 15:25:28,47.6666,-52.7314,42.01,100,90,16.11
272,Geraldton,AU,2021-04-04 15:25:28,-28.7667,114.6,73.4,83,75,13.8
273,Strezhevoy,RU,2021-04-04 15:25:29,60.7333,77.5889,41.0,56,0,8.95
274,Dali,CN,2021-04-04 15:25:29,25.7,100.1833,59.25,32,100,5.14
275,Khorramshahr,IR,2021-04-04 15:25:30,30.4397,48.1664,80.6,18,0,11.5
276,Bambous Virieux,MU,2021-04-04 15:25:30,-20.3428,57.7575,82.0,78,20,8.05
277,Ginda,IN,2021-04-04 15:25:30,30.6945,78.4932,78.8,25,40,3.44
278,Phatthalung,TH,2021-04-04 15:24:31,7.5,100.0833,80.11,82,100,4.16
279,Iqaluit,CA,2021-04-04 15:25:31,63.7506,-68.5145,10.4,72,20,5.75
280,Grand Gaube,MU,2021-04-04 15:25:32,-20.0064,57.6608,82.0,73,3,7.0
281,Rio Grande,BR,2021-04-04 15:25:32,-32.035,-52.0986,79.0,69,75,19.57
282,San Jose,US,2021-04-04 15:25:32,37.3394,-121.895,52.0,62,75,5.75
283,Bandarbeyla,SO,2021-04-04 15:25:33,9.4942,50.8122,81.05,73,23,10.4
284,Omaha,US,2021-04-04 15:21:19,41.2586,-95.9378,66.99,55,1,11.5
285,Winnemucca,US,2021-04-04 15:25:33,40.973,-117.7357,42.8,42,1,3.44
286,Nikolskoye,RU,2021-04-04 15:25:34,59.7035,30.7861,42.8,65,20,13.42
287,Faanui,PF,2021-04-04 15:25:34,-16.4833,-151.75,81.03,77,25,8.16
288,Biak,ID,2021-04-04 15:25:34,-0.9131,122.8766,77.88,81,99,4.85
289,Labrea,BR,2021-04-04 15:25:35,-7.2586,-64.7981,86.16,65,100,3.0
290,Narsaq,GL,2021-04-04 15:25:35,60.9167,-46.05,39.2,93,90,3.44
291,Curup,ID,2021-04-04 15:25:35,-3.4667,102.5333,68.02,93,100,1.7
292,Klaksvik,FO,2021-04-04 15:25:36,62.2266,-6.589,24.8,80,75,35.68
293,Barabai,ID,2021-04-04 15:25:36,-2.5833,115.3833,76.35,94,100,1.97
294,Cabra,ES,2021-04-04 15:25:36,37.4725,-4.4421,72.0,47,18,3.0
295,Svetlaya,RU,2021-04-04 15:25:37,46.5389,138.3297,32.31,63,2,6.53
296,Palmer,US,2021-04-04 15:21:41,42.1584,-72.3287,50.0,27,20,4.61
