City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
499,Alghero,IT,40.5589,8.3181,32.0,93,0,1.14,clear sky
500,Touros,BR,-5.1989,-35.4608,78.8,89,20,5.75,few clouds
501,Gayeri,BF,12.6497,0.4931,85.64,7,15,7.09,few clouds
502,Ternate,ID,0.8,127.4,83.64,72,50,0.31,scattered clouds
503,Jurm,AF,36.8648,70.8342,35.26,48,66,6.55,broken clouds
504,Miles City,US,46.4083,-105.8406,62.6,25,1,5.75,clear sky
505,Cervia,IT,44.2657,12.3427,33.8,93,0,2.3,clear sky
506,Tabuk,PH,17.4189,121.4443,78.87,64,22,2.33,few clouds
507,Omboue,GA,-1.5746,9.2618,78.44,90,85,3.98,overcast clouds
508,Methoni,GR,36.8197,21.7049,57.99,93,33,1.14,scattered clouds
509,Ola,RU,59.5833,151.2833,19.96,67,4,5.68,clear sky
510,Henties Bay,NA,-22.116,14.2845,63.09,82,1,6.98,clear sky
511,Abu Zabad,SD,12.35,29.25,78.4,6,48,9.55,scattered clouds
512,Maudaha,IN,25.6833,80.1167,80.76,17,1,6.71,clear sky
513,Ust-Nera,RU,64.5667,143.2,10.56,85,100,4.43,overcast clouds
514,Portland,US,45.5234,-122.6762,51.8,62,90,10.36,overcast clouds
515,Kholtoson,RU,50.2981,103.3097,45.64,25,35,2.01,scattered clouds
516,Pemangkat,ID,1.1667,108.9667,80.98,78,32,5.59,scattered clouds
517,Banda Aceh,ID,5.5577,95.3222,80.22,79,99,7.05,overcast clouds
518,Leeton,AU,-34.5667,146.4,84.0,50,0,6.91,clear sky
519,Strenci,LV,57.6257,25.6854,30.99,95,17,1.01,few clouds
520,Huilong,CN,31.8111,121.655,57.0,66,98,1.99,overcast clouds
521,Guerrero Negro,MX,27.9769,-114.0611,67.42,62,10,16.75,clear sky
522,Hodmezovasarhely,HU,46.4167,20.3333,32.0,67,0,10.63,clear sky
523,Majene,ID,-3.5403,118.9707,84.38,67,95,1.48,overcast clouds
524,Miracatu,BR,-24.2814,-47.4597,68.68,93,93,1.36,overcast clouds
525,Berdigestyakh,RU,62.0989,126.6992,14.16,82,99,11.25,overcast clouds
526,Voh,NC,-20.9667,164.7,85.66,54,99,9.24,overcast clouds
527,Tema,GH,5.667,-0.0166,84.2,84,20,10.36,few clouds
528,Moron,AR,-34.6534,-58.6198,79.0,65,31,1.99,scattered clouds
529,Fare,PF,-16.7,-151.0167,81.77,60,71,10.33,broken clouds
530,Mackay,AU,-21.15,149.2,86.0,69,96,10.36,overcast clouds
531,Whyalla,AU,-33.0333,137.5833,87.8,14,100,17.27,overcast clouds
532,Prince George,CA,53.9166,-122.753,44.01,45,20,11.5,few clouds
533,Omsukchan,RU,62.5333,155.8,10.83,70,6,2.93,clear sky
534,Hofn,IS,64.2539,-15.2082,27.1,73,100,20.11,light snow
535,Kawalu,ID,-7.3817,108.2082,78.78,74,40,2.26,scattered clouds
536,Putignano,IT,40.8518,17.1213,41.0,93,40,4.61,scattered clouds
537,Polignano A Mare,IT,40.9959,17.2159,39.99,93,40,4.61,scattered clouds
538,Palana,RU,59.1167,159.9667,19.22,80,11,11.39,few clouds
539,Bowen,AU,-20.0167,148.2333,84.2,65,89,11.5,overcast clouds
540,Byron Bay,AU,-28.65,153.6167,71.6,88,90,11.5,overcast clouds
541,West Plains,US,36.7281,-91.8524,57.2,82,90,9.22,overcast clouds
542,Berlevag,NO,70.8578,29.0864,28.09,79,49,12.86,scattered clouds
543,Khon Buri,TH,14.5254,102.2459,84.0,88,26,1.9,scattered clouds
544,Southbridge,US,42.0751,-72.0334,53.01,69,100,4.94,overcast clouds
545,El Alto,PE,-4.2714,-81.2147,71.35,76,100,11.9,overcast clouds
546,Moindou,NC,-21.6924,165.677,82.4,61,90,6.91,overcast clouds
547,Hovd,MN,48.0056,91.6419,41.09,34,0,6.78,clear sky
548,Kutum,SD,14.2,24.6667,72.45,8,95,8.46,overcast clouds
549,Luwuk,ID,-0.9516,122.7875,79.32,87,100,2.8,light rain
550,Betsiamites,CA,48.9413,-68.646,37.4,87,1,3.44,clear sky
551,Boyolangu,ID,-8.1181,111.8935,79.66,82,89,4.14,overcast clouds
552,Hualmay,PE,-11.0964,-77.6139,69.44,87,100,7.83,overcast clouds
553,Kiruna,SE,67.8557,20.2251,15.8,86,100,6.91,overcast clouds
554,Flagstaff,US,35.1981,-111.6513,64.99,11,1,14.97,clear sky
555,Roebourne,AU,-20.7833,117.1333,86.34,51,31,11.56,scattered clouds
556,Bijapur,IN,16.8333,75.7,85.12,28,96,8.75,overcast clouds
557,Buenaventura,CO,3.8801,-77.0312,66.0,76,98,3.53,overcast clouds
558,Key West,US,24.5557,-81.7826,73.4,64,1,9.22,clear sky
559,Russell,US,32.3502,-85.1999,73.4,68,1,4.61,clear sky
560,Kingston,JM,17.997,-76.7936,78.8,83,75,11.5,broken clouds
561,Mount Gambier,AU,-37.8333,140.7667,69.8,52,100,10.36,overcast clouds
562,Yerbogachen,RU,61.2767,108.0108,33.21,92,32,10.13,scattered clouds
563,Melfort,CA,52.8667,-104.6177,62.6,27,8,13.8,clear sky
564,Manyana,BW,-23.4,21.7167,61.43,67,5,6.64,clear sky
565,Santa Rosa,PH,14.3122,121.1114,86.0,62,20,6.91,few clouds
566,Trujillo,PE,-8.116,-79.03,68.0,88,90,9.22,overcast clouds
567,Whitianga,NZ,-36.8333,175.7,66.36,73,79,5.57,broken clouds
568,Den Helder,NL,52.9599,4.7593,39.2,65,90,12.66,overcast clouds
569,Gurh,IN,24.5167,81.5167,81.0,16,52,3.56,broken clouds
570,El Tocuyo,VE,9.7873,-69.7937,64.4,100,28,9.22,scattered clouds
571,Tuatapere,NZ,-46.1333,167.6833,66.0,60,15,4.0,few clouds
572,Yeniseysk,RU,58.4497,92.1703,31.93,94,99,3.62,light snow
573,Saldanha,ZA,-33.0117,17.9442,59.0,88,4,4.61,clear sky
574,Namibe,AO,-15.1961,12.1522,78.55,82,70,6.67,broken clouds
575,Sete,FR,43.4018,3.6966,44.01,48,0,2.3,clear sky
576,Tiznit,MA,29.5833,-9.5,54.36,86,50,3.87,scattered clouds
577,Johi,PK,26.6921,67.6133,76.41,12,0,6.49,clear sky
578,Vila,PT,42.0304,-8.1588,51.01,65,100,4.0,overcast clouds
579,Ilebo,CD,-4.3167,20.5833,70.79,95,100,2.15,overcast clouds
580,Pokhara,NP,28.2333,83.9833,70.14,25,0,6.78,clear sky
581,Erzin,TR,36.9559,36.2,63.0,92,5,1.7,clear sky
582,Khorramabad,IR,33.4878,48.3558,59.92,26,80,1.97,broken clouds
583,Saint-Augustin,CA,51.226,-58.6502,34.41,91,23,7.0,few clouds
584,Northam,GB,51.0333,-4.2167,41.0,84,95,7.0,overcast clouds
585,Pergamino,AR,-33.89,-60.5736,78.01,62,46,3.0,scattered clouds
586,Camana,PE,-16.6228,-72.7111,70.41,85,93,7.85,overcast clouds
587,Chumikan,RU,54.7183,135.315,25.45,91,100,9.1,light snow
588,Calabozo,VE,8.9242,-67.4293,84.79,60,96,4.12,overcast clouds
589,La Ronge,CA,55.1001,-105.2842,50.0,40,99,12.66,overcast clouds
590,Viedma,AR,-40.8135,-62.9967,64.96,65,100,7.14,overcast clouds
591,Tomislavgrad,BA,43.7181,17.2267,41.0,45,0,14.97,clear sky
592,Barcs,HU,45.96,17.4586,29.46,89,23,5.77,few clouds
593,Menongue,AO,-14.6585,17.691,60.84,71,24,1.7,few clouds
594,Witu,KE,-2.3889,40.4382,80.6,83,20,3.44,light rain
595,Kargil,IN,34.5667,76.1,21.54,73,100,2.28,overcast clouds
596,Sola,VU,-13.8833,167.55,89.6,74,40,3.94,scattered clouds
597,Panzhihua,CN,26.5851,101.7128,59.0,66,71,3.27,broken clouds
598,Yalvac,TR,38.2956,31.1778,46.35,62,78,3.78,broken clouds
599,Dori,BF,14.0354,-0.0345,84.47,7,8,10.65,clear sky
600,Chapleau,CA,47.8405,-83.4034,48.2,100,90,8.05,mist
601,Altay,CN,47.8667,88.1167,41.32,51,2,3.09,clear sky
602,Qeshm,IR,26.9581,56.2719,69.8,88,4,0.83,clear sky
603,Bor,RU,56.3567,44.0669,41.0,87,90,13.42,light rain
604,Soavinandriana,MG,-19.1667,46.7333,58.19,91,54,4.47,broken clouds
605,Alugan,PH,12.2188,125.4808,80.67,74,100,6.02,overcast clouds
606,Rawson,AR,-43.3002,-65.1023,65.32,45,0,10.11,clear sky
607,Ust-Ishim,RU,57.6935,71.1665,27.5,98,54,3.36,broken clouds
608,Balakhta,RU,55.38,91.6,33.33,76,100,13.44,overcast clouds
609,Bichena,ET,10.45,38.2,56.5,25,4,1.45,clear sky
610,Jacmel,HT,18.2342,-72.5347,80.6,74,100,6.91,overcast clouds
611,Ngunguru,NZ,-35.6167,174.5,73.99,74,48,7.0,scattered clouds
612,Sechura,PE,-5.5569,-80.8222,75.96,66,99,16.51,overcast clouds
613,Olinda,BR,-8.0089,-34.8553,78.8,73,40,10.36,scattered clouds
614,Aleksandrov Gay,RU,50.147,48.5704,45.41,72,82,12.82,broken clouds
615,Grand Gaube,MU,-20.0064,57.6608,80.01,75,94,3.0,light rain
616,Ronchi Dei Legionari,IT,45.8236,13.5097,35.01,74,5,4.61,clear sky
617,Cotonou,BJ,6.3654,2.4183,84.2,84,40,12.66,scattered clouds
618,Biak,ID,-0.9131,122.8766,77.13,86,100,3.6,light rain
619,Kaseda,JP,31.4167,130.3167,59.0,67,0,3.44,clear sky
620,Cairns,AU,-16.9167,145.7667,90.0,58,75,5.75,broken clouds
621,Boueni,YT,-12.9025,45.0761,80.6,83,0,9.22,clear sky
622,Yerofey Pavlovich,RU,53.9667,121.9667,27.48,56,90,3.0,overcast clouds
623,Broken Hill,AU,-31.95,141.4333,80.6,18,2,1.14,clear sky
624,Mangai,CD,-4.05,19.5333,68.92,96,100,2.48,overcast clouds
625,Antalaha,MG,-14.9003,50.2788,73.65,92,100,6.58,light rain
626,Davila,PH,18.4726,120.5763,86.0,51,20,3.44,few clouds
627,Ikalamavony,MG,-21.15,46.5833,61.48,88,17,5.95,few clouds
628,Myitkyina,MM,25.3833,97.4,76.19,52,6,2.86,clear sky
629,Kumphawapi,TH,17.1087,103.0149,81.0,78,0,5.75,clear sky
630,Pyaozerskiy,RU,65.8333,31.1667,26.98,92,77,5.35,broken clouds
631,Kurinjippadi,IN,11.5667,79.6,73.9,81,24,6.6,few clouds
632,Resistencia,AR,-27.4606,-58.9839,77.0,73,0,6.91,clear sky
633,Taboshar,TJ,40.5686,69.6413,51.8,71,41,2.24,scattered clouds
634,Gopalpur,IN,19.2667,84.9167,78.3,85,2,12.88,clear sky
635,Shaoyang,CN,27.2315,111.4525,54.79,81,100,3.31,overcast clouds
636,Brovst,DK,57.0956,9.528,33.8,100,14,6.91,few clouds
637,Melfi,IT,40.9965,15.6514,26.6,86,40,13.8,scattered clouds
638,Karratha,AU,-20.7377,116.8463,86.43,51,12,12.91,few clouds
639,Burns Lake,CA,54.2331,-125.7533,37.4,41,99,5.75,overcast clouds
640,Sinnai,IT,39.3042,9.2036,44.01,93,0,9.22,clear sky
641,Montepuez,MZ,-13.1256,38.9997,66.65,97,85,6.53,overcast clouds
642,Christchurch,NZ,-43.5333,172.6333,68.0,56,0,8.05,clear sky
643,Mangaratiba,BR,-22.9597,-44.0406,71.6,83,40,2.3,scattered clouds
644,Ostrovnoy,RU,68.0531,39.5131,30.34,87,100,11.16,overcast clouds
645,Rabat,MA,33.9911,-6.8401,60.8,94,75,3.2,broken clouds
646,Koutselion,GR,39.5889,20.9142,42.8,93,100,4.61,overcast clouds
647,Savannah Bight,HN,16.45,-85.85,80.6,78,75,3.44,broken clouds
648,Eyl,SO,7.9803,49.8164,74.73,69,99,6.29,overcast clouds
649,Vostok,RU,46.4856,135.8833,21.99,52,100,6.26,overcast clouds
650,Egvekinot,RU,66.3167,-179.1667,-1.91,78,6,2.53,clear sky
651,Villa Rica,US,33.7321,-84.9191,70.0,68,42,1.99,scattered clouds
652,Baltiysk,RU,54.6538,19.911,34.0,93,75,11.18,broken clouds
653,Bosaso,SO,11.2842,49.1816,77.14,50,2,8.57,clear sky
654,Kushiro,JP,42.975,144.3747,48.2,34,20,12.66,few clouds
655,Auki,SB,-8.7676,160.7034,85.77,63,100,4.85,overcast clouds
656,Launceston,AU,-41.45,147.1667,68.0,63,40,20.71,scattered clouds
657,Buctzotz,MX,21.2,-88.7833,79.0,66,100,6.35,overcast clouds
658,Dingle,PH,10.9995,122.6711,83.17,66,100,8.43,overcast clouds
659,Kahta,TR,37.7855,38.6237,57.2,47,0,3.44,clear sky
660,Devrek,TR,41.2192,31.9558,51.15,95,79,2.24,broken clouds
661,Voyvozh,RU,62.892,54.9635,29.66,95,49,6.91,scattered clouds
662,Camabatela,AO,-8.1881,15.375,61.77,93,100,4.27,overcast clouds
663,Tottori,JP,35.5,134.2333,60.8,51,75,5.75,broken clouds
664,Baiyin,CN,36.5583,104.2081,52.0,70,8,2.24,haze
665,Beitbridge,ZW,-22.2167,30.0,65.1,68,12,4.45,few clouds
666,Richards Bay,ZA,-28.783,32.0377,67.59,88,71,7.18,broken clouds
667,Husavik,IS,66.0449,-17.3389,23.0,80,90,16.11,light snow
668,Canyon Lake,US,29.8752,-98.2625,73.99,37,0,8.14,clear sky
669,Tura,IN,25.5198,90.2201,72.43,67,0,6.98,clear sky
670,Srednekolymsk,RU,67.45,153.6833,9.37,79,85,3.74,overcast clouds
671,Verkhnyaya Sinyachikha,RU,57.976,61.6673,34.09,98,100,6.11,overcast clouds
672,Pacific Grove,US,36.6177,-121.9166,57.2,62,1,10.36,clear sky
673,Turukhansk,RU,65.8167,87.9833,29.95,98,100,3.8,overcast clouds
674,Pundaguitan,PH,6.3711,126.1689,81.95,74,96,4.65,overcast clouds
675,Hua Hin,TH,12.5707,99.9588,80.6,89,20,2.55,few clouds
676,Ulaangom,MN,49.9811,92.0667,44.22,33,1,3.49,clear sky
677,Hay River,CA,60.8156,-115.7999,19.4,93,100,10.36,light snow
678,Soyo,AO,-6.1349,12.3689,79.7,86,100,4.29,overcast clouds
679,Sinop,TR,41.7711,34.8709,48.63,82,95,1.32,overcast clouds
680,Wladyslawowo,PL,54.7909,18.4009,36.0,86,40,10.36,scattered clouds
681,Prachuap Khiri Khan,TH,12.2167,99.75,80.6,89,20,2.71,few clouds
682,Awjilah,LY,29.1081,21.2869,62.56,34,55,8.19,broken clouds
683,Syracuse,IT,37.0881,15.2792,53.6,58,0,23.02,clear sky
684,Lixourion,GR,38.2019,20.4314,54.7,77,100,16.04,overcast clouds
685,Kuching,MY,1.55,110.3333,82.4,89,20,2.3,few clouds
686,Roshchino,RU,60.2519,29.6085,30.0,81,1,2.75,clear sky
687,Misratah,LY,32.3754,15.0925,63.97,71,100,2.42,overcast clouds
688,Wilmington,US,34.2257,-77.9447,73.4,35,1,10.36,clear sky
689,Quatre Cocos,MU,-20.2078,57.7625,80.01,88,75,9.22,light rain
690,Koumac,NC,-20.5667,164.2833,84.33,56,73,5.55,broken clouds
691,Soledad,CO,10.9184,-74.7646,77.0,88,40,2.3,scattered clouds
692,Phan Thiet,VN,10.9333,108.1,82.49,65,100,1.52,overcast clouds
693,Santo Amaro,BR,-12.5467,-38.7119,80.6,69,20,8.05,few clouds
694,Bodden Town,KY,19.2833,-81.25,79.0,78,20,6.91,few clouds
695,Milos,GR,36.75,24.4333,60.8,77,100,9.22,overcast clouds
696,Cocachacra,PE,-17.0883,-71.7575,69.3,85,100,4.05,overcast clouds
697,Ndioum,SN,16.5129,-14.6471,91.4,22,0,13.8,clear sky
698,Passagem Franca,BR,-6.1797,-43.7836,75.94,71,100,2.08,overcast clouds
699,Chuy,UY,-33.6971,-53.4616,69.89,82,0,13.6,clear sky
700,Raglan,NZ,-37.8,174.8833,73.99,42,98,4.0,overcast clouds
